TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"Chlordane, oxy-",NA,N,U,ng/g,0.931,0.487,WG87327,NA,27304-13-8,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"Nonachlor, trans-",NA,N,U,ng/g,0.921,0.0905,WG87327,NA,39765-80-5,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"Nonachlor, cis-",NA,N,U,ng/g,0.919,0.0937,WG87327,NA,5103-73-1,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,Mirex,NA,N,U,ng/g,0.466,0.185,WG87327,NA,2385-85-5,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"2,4'-DDE",NA,N,U,ng/g,0.465,0.0361,WG87327,NA,3424-82-6,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"4,4'-DDE",NA,N,U,ng/g,0.564,0.0486,WG87327,NA,72-55-9,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"2,4'-DDD",NA,N,U,ng/g,0.458,0.0327,WG87327,NA,53-19-0,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"4,4'-DDD",NA,N,U,ng/g,0.558,0.0302,WG87327,NA,72-54-8,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"2,4'-DDT",NA,N,U,ng/g,0.464,0.0309,WG87327,NA,789-02-6,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231201,1550,BLANK,"4,4'-DDT",NA,N,U,ng/g,0.465,0.0346,WG87327,NA,50-29-3,NA,NA,N/A,Lab Blank,NA
NA,WG87327-101,NA,NA,NA,NA,20231120,800,BLANK,% Lipid,102,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Hexachlorobenzene,NA,N,U,ng/g,0.464,0.0905,WG87328,NA,118-74-1,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"HCH, alpha",NA,N,U,ng/g,0.928,0.122,WG87328,NA,319-84-6,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"HCH, beta",NA,N,U,ng/g,0.927,0.0764,WG87328,NA,319-85-7,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"HCH, gamma",NA,N,U,ng/g,0.927,0.12,WG87328,NA,58-89-9,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Heptachlor,NA,N,U,ng/g,0.463,0.0918,WG87328,NA,76-44-8,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Aldrin,NA,N,U,ng/g,1.21,0.103,WG87328,NA,309-00-2,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.928,0.0618,WG87328,NA,5103-74-2,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.931,0.0664,WG87328,NA,5103-71-9,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"Chlordane, oxy-",NA,N,U,ng/g,0.939,0.195,WG87328,NA,27304-13-8,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"Nonachlor, trans-",NA,N,U,ng/g,0.929,0.0096,WG87328,NA,39765-80-5,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"Nonachlor, cis-",0.011,Y,K J,ng/g,0.927,0.0099,WG87328,NA,5103-73-1,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Mirex,NA,N,U,ng/g,0.47,0.0622,WG87328,NA,2385-85-5,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"2,4'-DDE",NA,N,U,ng/g,0.469,0.0188,WG87328,NA,3424-82-6,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"4,4'-DDE",NA,N,U,ng/g,0.568,0.0253,WG87328,NA,72-55-9,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"2,4'-DDD",NA,N,U,ng/g,0.462,0.0174,WG87328,NA,53-19-0,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"4,4'-DDD",NA,N,U,ng/g,0.562,0.0149,WG87328,NA,72-54-8,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"2,4'-DDT",NA,N,U,ng/g,0.468,0.0153,WG87328,NA,789-02-6,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,"4,4'-DDT",NA,N,U,ng/g,0.469,0.0172,WG87328,NA,50-29-3,NA,NA,N/A,Lab Blank,NA
NA,WG87328-101,NA,NA,NA,NA,20231027,0800,BLANK,% Lipid,NA,N,NA,%,NA,NA,WG87328,NA,NA,NA,NA,N/A,Lab Blank,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,Hexachlorobenzene,0.155,Y,J,ng/g,0.453,0.0776,WG87327,NA,118-74-1,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"HCH, alpha",NA,N,U,ng/g,0.906,0.19,WG87327,NA,319-84-6,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"HCH, beta",NA,N,U,ng/g,0.904,0.235,WG87327,NA,319-85-7,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"HCH, gamma",NA,N,U,ng/g,0.904,0.2,WG87327,NA,58-89-9,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,Heptachlor,NA,N,U,ng/g,0.452,0.107,WG87327,NA,76-44-8,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,Aldrin,NA,N,U,ng/g,1.18,0.13,WG87327,NA,309-00-2,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.906,0.107,WG87327,NA,5103-74-2,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.908,0.115,WG87327,NA,5103-71-9,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"Chlordane, oxy-",1.58,Y,NA,ng/g,0.916,0.259,WG87327,NA,27304-13-8,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"Nonachlor, trans-",0.8,Y,J,ng/g,0.906,0.0457,WG87327,NA,39765-80-5,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.905,0.0474,WG87327,NA,5103-73-1,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,Mirex,0.136,Y,K J,ng/g,0.458,0.107,WG87327,NA,2385-85-5,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"2,4'-DDE",NA,N,U,ng/g,0.457,0.0299,WG87327,NA,3424-82-6,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"4,4'-DDE",16.7,Y,NA,ng/g,0.555,0.0403,WG87327,NA,72-55-9,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"2,4'-DDD",NA,N,U,ng/g,0.451,0.0686,WG87327,NA,53-19-0,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"4,4'-DDD",0.065,Y,J,ng/g,0.549,0.0073,WG87327,NA,72-54-8,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"2,4'-DDT",0.011,Y,K J,ng/g,0.456,0.0075,WG87327,NA,789-02-6,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231201,2118,Sample,"4,4'-DDT",0.08,Y,J,ng/g,0.457,0.0084,WG87327,NA,50-29-3,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231120,800,Sample,% Moisture,69.5,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-71,NA,NA,NA,NA,20231120,800,Sample,% Lipid,9.33,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,12-Oct-21,MC-2,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,Hexachlorobenzene,3.93,Y,NA,ng/g,0.459,0.0556,WG87327,NA,118-74-1,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"HCH, alpha",NA,N,U,ng/g,0.917,0.106,WG87327,NA,319-84-6,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"HCH, beta",0.782,Y,J,ng/g,0.916,0.255,WG87327,NA,319-85-7,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"HCH, gamma",0.212,Y,K J,ng/g,0.916,0.12,WG87327,NA,58-89-9,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,Heptachlor,NA,N,U,ng/g,0.458,0.0943,WG87327,NA,76-44-8,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,Aldrin,NA,N,U,ng/g,1.19,0.107,WG87327,NA,309-00-2,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.917,0.0888,WG87327,NA,5103-74-2,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.92,0.0953,WG87327,NA,5103-71-9,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"Chlordane, oxy-",1.48,Y,NA,ng/g,0.928,0.384,WG87327,NA,27304-13-8,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"Nonachlor, trans-",0.666,Y,J,ng/g,0.918,0.0355,WG87327,NA,39765-80-5,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"Nonachlor, cis-",0.178,Y,J,ng/g,0.916,0.0368,WG87327,NA,5103-73-1,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,Mirex,0.217,Y,J,ng/g,0.464,0.0668,WG87327,NA,2385-85-5,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"2,4'-DDE",NA,N,U,ng/g,0.463,0.0245,WG87327,NA,3424-82-6,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"4,4'-DDE",13.9,Y,NA,ng/g,0.562,0.033,WG87327,NA,72-55-9,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"2,4'-DDD",NA,N,U,ng/g,0.457,0.0212,WG87327,NA,53-19-0,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"4,4'-DDD",0.154,Y,J,ng/g,0.556,0.0402,WG87327,NA,72-54-8,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"2,4'-DDT",NA,N,U,ng/g,0.462,0.0412,WG87327,NA,789-02-6,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231204,2302,Sample,"4,4'-DDT",0.047,Y,J,ng/g,0.463,0.0462,WG87327,NA,50-29-3,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231120,800,Sample,% Moisture,74.4,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-86,NA,NA,NA,NA,20231120,800,Sample,% Lipid,8.15,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,30-Oct-21,NJ_ABDU_01_AD,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,Hexachlorobenzene,NA,N,U,ng/g,0.448,0.163,WG87327,NA,118-74-1,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"HCH, alpha",NA,N,U,ng/g,0.897,0.156,WG87327,NA,319-84-6,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"HCH, beta",NA,N,U,ng/g,0.895,0.196,WG87327,NA,319-85-7,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"HCH, gamma",0.198,Y,K J,ng/g,0.895,0.162,WG87327,NA,58-89-9,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,Heptachlor,NA,N,U,ng/g,0.448,0.163,WG87327,NA,76-44-8,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,Aldrin,NA,N,U,ng/g,1.17,0.114,WG87327,NA,309-00-2,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.897,0.0566,WG87327,NA,5103-74-2,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.899,0.0608,WG87327,NA,5103-71-9,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.907,0.377,WG87327,NA,27304-13-8,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"Nonachlor, trans-",0.026,Y,K J,ng/g,0.898,0.0256,WG87327,NA,39765-80-5,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.896,0.0265,WG87327,NA,5103-73-1,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,Mirex,NA,N,U,ng/g,0.454,0.0644,WG87327,NA,2385-85-5,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"2,4'-DDE",NA,N,U,ng/g,0.453,0.0129,WG87327,NA,3424-82-6,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"4,4'-DDE",2.98,Y,NA,ng/g,0.549,0.0173,WG87327,NA,72-55-9,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"2,4'-DDD",NA,N,U,ng/g,0.447,0.0377,WG87327,NA,53-19-0,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"4,4'-DDD",NA,N,U,ng/g,0.543,0.0338,WG87327,NA,72-54-8,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"2,4'-DDT",NA,N,U,ng/g,0.452,0.0346,WG87327,NA,789-02-6,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231204,2357,Sample,"4,4'-DDT",NA,N,U,ng/g,0.453,0.0388,WG87327,NA,50-29-3,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231120,800,Sample,% Moisture,70.3,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-87,NA,NA,NA,NA,20231120,800,Sample,% Lipid,6.72,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,23-Oct-21,NJ_ABDU_02_LC,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,Hexachlorobenzene,2.02,Y,NA,ng/g,0.452,0.0583,WG87328,NA,118-74-1,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"HCH, alpha",NA,N,U,ng/g,0.904,0.0692,WG87328,NA,319-84-6,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"HCH, beta",0.418,Y,J,ng/g,0.902,0.174,WG87328,NA,319-85-7,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"HCH, gamma",0.143,Y,K J,ng/g,0.902,0.126,WG87328,NA,58-89-9,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,Heptachlor,NA,N,U,ng/g,0.451,0.101,WG87328,NA,76-44-8,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,Aldrin,NA,N,U,ng/g,1.17,0.097,WG87328,NA,309-00-2,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"Chlordane, gamma (trans)",0.076,Y,J,ng/g,0.904,0.0731,WG87328,NA,5103-74-2,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"Chlordane, alpha (cis)",0.471,Y,J,ng/g,0.906,0.0785,WG87328,NA,5103-71-9,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"Chlordane, oxy-",3.87,Y,NA,ng/g,0.915,0.332,WG87328,NA,27304-13-8,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"Nonachlor, trans-",5.68,Y,NA,ng/g,0.905,0.0407,WG87328,NA,39765-80-5,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"Nonachlor, cis-",1.61,Y,NA,ng/g,0.903,0.0421,WG87328,NA,5103-73-1,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,Mirex,0.197,Y,J,ng/g,0.457,0.0552,WG87328,NA,2385-85-5,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"2,4'-DDE",NA,N,U,ng/g,0.456,0.025,WG87328,NA,3424-82-6,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"4,4'-DDE",24.7,Y,NA,ng/g,0.554,0.0337,WG87328,NA,72-55-9,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"2,4'-DDD",NA,N,U,ng/g,0.45,0.0265,WG87328,NA,53-19-0,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"4,4'-DDD",0.382,Y,J,ng/g,0.548,0.0388,WG87328,NA,72-54-8,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"2,4'-DDT",0.072,Y,K J,ng/g,0.455,0.0397,WG87328,NA,789-02-6,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231109,1851,Sample,"4,4'-DDT",0.339,Y,J,ng/g,0.456,0.0445,WG87328,NA,50-29-3,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231027,0800,Sample,% Moisture,65.5,Y,NA,%,NA,NA,WG87328,NA,NA,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-88,NA,NA,NA,NA,20231027,0800,Sample,% Lipid,11.7,Y,NA,%,NA,NA,WG87328,NA,NA,NA,NA,7-Jan-22,NJ_ABDU_30_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,Hexachlorobenzene,1.44,Y,NA,ng/g,0.462,0.0612,WG87328,NA,118-74-1,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"HCH, alpha",NA,N,U,ng/g,0.924,0.104,WG87328,NA,319-84-6,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"HCH, beta",NA,N,U,ng/g,0.923,0.147,WG87328,NA,319-85-7,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"HCH, gamma",NA,N,U,ng/g,0.923,0.158,WG87328,NA,58-89-9,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,Heptachlor,NA,N,U,ng/g,0.461,0.131,WG87328,NA,76-44-8,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,Aldrin,NA,N,U,ng/g,1.2,0.112,WG87328,NA,309-00-2,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"Chlordane, gamma (trans)",0.223,Y,J,ng/g,0.924,0.0462,WG87328,NA,5103-74-2,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"Chlordane, alpha (cis)",0.742,Y,J,ng/g,0.927,0.0496,WG87328,NA,5103-71-9,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"Chlordane, oxy-",2.72,Y,NA,ng/g,0.935,0.272,WG87328,NA,27304-13-8,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"Nonachlor, trans-",5.57,Y,NA,ng/g,0.925,0.0368,WG87328,NA,39765-80-5,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"Nonachlor, cis-",1.81,Y,NA,ng/g,0.923,0.0381,WG87328,NA,5103-73-1,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,Mirex,0.181,Y,J,ng/g,0.468,0.0737,WG87328,NA,2385-85-5,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"2,4'-DDE",0.035,Y,K J,ng/g,0.467,0.0284,WG87328,NA,3424-82-6,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"4,4'-DDE",31.2,Y,NA,ng/g,0.566,0.0383,WG87328,NA,72-55-9,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"2,4'-DDD",NA,N,U,ng/g,0.46,0.0218,WG87328,NA,53-19-0,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"4,4'-DDD",0.742,Y,NA,ng/g,0.56,0.0523,WG87328,NA,72-54-8,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"2,4'-DDT",0.099,Y,K J,ng/g,0.466,0.0535,WG87328,NA,789-02-6,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231109,1945,Sample,"4,4'-DDT",0.895,Y,NA,ng/g,0.467,0.06,WG87328,NA,50-29-3,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231027,0800,Sample,% Moisture,64.3,Y,NA,%,NA,NA,WG87328,NA,NA,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-89,NA,NA,NA,NA,20231027,0800,Sample,% Lipid,17.7,Y,NA,%,NA,NA,WG87328,NA,NA,NA,NA,16-Oct-21,NJ_AGWT_01_AD,NA
NA,L40006-90,NA,NA,NA,NA,20231109,2040,Sample,Hexachlorobenzene,0.595,Y,NA,ng/g,0.442,0.0495,WG87328,NA,118-74-1,NA,NA,23-Oct-21,NJ_AGWT_01_LC,NA
NA,L40006-90,NA,NA,NA,NA,20231109,2040,Sample,"HCH, alpha",NA,N,U,ng/g,0.884,0.129,WG87328,NA,319-84-6,NA,NA,23-Oct-21,NJ_AGWT_01_LC,NA
